Player,Hometown,High School,Class,Position,Seasons,seasons_played,lat,lon,state,country,is_illinois,is_us,is_international,has_geocode
Carl Bontemps,,,,G/C,['1944-45'],1,,,,,False,True,False,False
Don Delaney,"Grand Rapids, Mich.",Catholic Central,,C,['1944-45'],1,42.9632425,-85.6678639,MI,United States,False,True,False,True
Gordon Hortin,"Albion, Ill.",Albion,,G,['1944-45'],1,38.3775484,-88.0561465,IL,United States,True,True,False,True
Howard Judson,"Hebron, Ill.",Hebron,,F,['1944-45'],1,42.4716853,-88.432318,IL,United States,True,True,False,True
Jack Larson,,,,C,['1944-45'],1,,,,,False,True,False,False
Joe Sulenski,,,,F,['1944-45'],1,,,,,False,True,False,False
John Orr,"Taylorville, Ill.",Taylorville,,F/C,['1944-45'],1,39.5487452,-89.2941549,IL,United States,True,True,False,True
Lee Stickler,,,,,['1944-45'],1,,,,,False,True,False,False
Maurice Dolan,,,,F,['1944-45'],1,,,,,False,True,False,False
Paul Schnackenberg,,,,F,['1944-45'],1,,,,,False,True,False,False
Robert Morton,"Elgin, Ill.",Elgin,,F,['1944-45'],1,42.03726,-88.2810994,IL,United States,True,True,False,True
Roger Little,,,,G,['1944-45'],1,,,,,False,True,False,False
Vic Bubas,,,,G,['1944-45'],1,,,,,False,True,False,False
Bob Dannehl,,,,,['1945-46'],1,,,,,False,True,False,False
Cal Irvin,,,,,['1945-46'],1,,,,,False,True,False,False
Dean Meador,"Patoka, Ill.",Centralia,,F,['1945-46'],1,38.7553259,-89.0953417,IL,United States,True,True,False,True
George Leddy,"Chicago, Ill.",Kelvyn Park,,G,['1945-46'],1,41.8755616,-87.6244212,IL,United States,True,True,False,True
Harold Strange,,,,,['1945-46'],1,,,,,False,True,False,False
Jack Pierce,,,,,['1945-46'],1,,,,,False,True,False,False
Jake Staab,"Chillicothe, Ill.",Chillicothe,,F,"['1944-45', '1945-46']",2,40.9161637,-89.4884384,IL,United States,True,True,False,True
Jimmy Seyler,"Centralia, Ill.",Centralia,,G,"['1944-45', '1945-46']",2,38.5250491,-89.1334037,IL,United States,True,True,False,True
Leo Gedvilas,"Spring Valley, Ill.",Hall,,G,"['1944-45', '1945-46']",2,41.3275353,-89.1998078,IL,United States,True,True,False,True
Leo Swinford,"Paris, Ill.",Paris,,F,['1945-46'],1,39.611146,-87.6961374,IL,United States,True,True,False,True
Ray McClure,"Galesburg, Ill.",Galesburg,,F,['1945-46'],1,40.9475652,-90.3712169,IL,United States,True,True,False,True
Robert Jones,"West Frankfort, Ill.",West Frankfort,,C,['1945-46'],1,37.8978275,-88.9314583,IL,United States,True,True,False,True
Robert Olson,"St. Elmo, Ill.",St. Elmo,,G,['1945-46'],1,39.0272663,-88.8481139,IL,United States,True,True,False,True
Tony Esposito,,,,,['1945-46'],1,,,,,False,True,False,False
Wallie Mroz,"Chicago, Ill.",Wells,,F,"['1944-45', '1945-46']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
William Eddleman,"Anna, Ill.",Anna-Jonesboro,,G,"['1944-45', '1945-46']",2,37.4603274,-89.2470282,IL,United States,True,True,False,True
Andy Phillip,"Granite City, Ill.",Granite City,,F,['1946-47'],1,38.7014389,-90.1487199,IL,United States,True,True,False,True
Bob Lavoy,"Aurora, Ill.",East,,C,['1946-47'],1,41.7571701,-88.3147539,IL,United States,True,True,False,True
Chet Trost,"Champaign, Ill.",Champaign,,F,['1946-47'],1,40.1164841,-88.2430932,IL,United States,True,True,False,True
Gene Vance,"Clinton, Ill.",Clinton,,G,['1946-47'],1,38.5896187,-89.420064,IL,United States,True,True,False,True
Hal Craig,"Decatur, Ill.",Decatur,,F,"['1945-46', '1946-47']",2,39.8454163,-88.9524151,IL,United States,True,True,False,True
Jack Smiley,"Waterman, Ill.",Waterman,,G,"['1945-46', '1946-47']",2,41.7716963,-88.7736942,IL,United States,True,True,False,True
Ken Menke,"Dundee, Ill.",Dundee,,F,['1946-47'],1,42.0989145,-88.2714689,IL,United States,True,True,False,True
Ray DeMoulin,"Mulberry Grove, Ill.",Mulberry Grove,,F,['1946-47'],1,38.925046,-89.2689626,IL,United States,True,True,False,True
Ron Bontemps,"Taylorville, Ill.",Taylorville,,G,['1946-47'],1,39.5487452,-89.2941549,IL,United States,True,True,False,True
Walt Kirk,"Mt. Vernon, Ill.",Mt. Vernon,,G,"['1944-45', '1946-47']",2,38.3172715,-88.9031201,IL,United States,True,True,False,True
Bob Doster,"Decatur, Ill.",Decatur,,F,"['1945-46', '1946-47', '1947-48']",3,39.8454163,-88.9524151,IL,United States,True,True,False,True
Bob Menke,"Elgin, Ill.",Elgin,,F/C,"['1945-46', '1946-47', '1947-48']",3,42.03726,-88.2810994,IL,United States,True,True,False,True
Dwight Humphrey,"Moline, Ill.",Moline,,G,"['1945-46', '1946-47', '1947-48']",3,41.5058344,-90.5136642,IL,United States,True,True,False,True
Jack Burmaster,"Elgin, Ill.",Elgin,,G,"['1944-45', '1945-46', '1946-47', '1947-48']",4,42.03726,-88.2810994,IL,United States,True,True,False,True
Joe Rodriguez,"Niagara Falls, N.Y.",,,G,"['1945-46', '1947-48']",2,43.084841,-79.0701786,NY,United States,False,True,False,True
Robert Rowe,"Warren, Ill.",Warren,,C,"['1945-46', '1946-47', '1947-48']",3,40.8442828,-90.6168408,IL,United States,True,True,False,True
Stan Fronczak,"Brooklyn, N.Y.",,,G,"['1946-47', '1947-48']",2,40.6526006,-73.9497211,NY,United States,False,True,False,True
Tom Gallagher,,,,,['1947-48'],1,,,,,False,True,False,False
Al Leavitt,"Chicago, Ill.",Sullivan,,C,"['1945-46', '1948-49']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Benton Odum,"Marion, Ill.",Marion,,F,"['1946-47', '1947-48', '1948-49']",3,38.6477381,-88.9232112,IL,United States,True,True,False,True
Bill Boyer,"Beardstown, Ill.",Beardstown,,C,['1948-49'],1,40.0167925,-90.4345418,IL,United States,True,True,False,True
Bill Hoffman,"Chicago, Ill.",Wells,,G,['1948-49'],1,41.8755616,-87.6244212,IL,United States,True,True,False,True
Dick Foley,"Paris, Ill.",Paris,,G,"['1946-47', '1947-48', '1948-49']",3,39.611146,-87.6961374,IL,United States,True,True,False,True
Dwight Eddleman,"Centralia, Ill.",Centralia,,F,"['1945-46', '1946-47', '1947-48', '1948-49']",4,38.5250491,-89.1334037,IL,United States,True,True,False,True
Fred Green,"Urbana, Ill.",Urbana,,C,"['1945-46', '1946-47', '1947-48', '1948-49']",4,40.1117174,-88.207301,IL,United States,True,True,False,True
Jim Marks,"Edwardsville, Ill.",Edwardsville,,F,"['1946-47', '1947-48', '1948-49']",3,38.8114364,-89.953157,IL,United States,True,True,False,True
Paul Eckert,"Herrin, Ill.",Herrin,,G,"['1945-46', '1948-49']",2,37.8031056,-89.0275744,IL,United States,True,True,False,True
Richard Brogren,,,,,['1948-49'],1,,,,,False,True,False,False
Bill Erickson,"Rockford, Ill.",East,,G,"['1946-47', '1947-48', '1948-49', '1949-50']",4,42.2713945,-89.093966,IL,United States,True,True,False,True
Burdette Thurlby,"Kirkland, Ill.",Kirkland,,G,"['1946-47', '1947-48', '1948-49', '1949-50']",4,42.0925258,-88.8512063,IL,United States,True,True,False,True
Cliff Fulton,,,,,"['1947-48', '1949-50']",2,,,,,False,True,False,False
Glen Trugillo,"Rockford, Ill.",East,,F,"['1948-49', '1949-50']",2,42.2713945,-89.093966,IL,United States,True,True,False,True
Jim Cottrell,"Champaign, Ill.",Champaign,,G,"['1948-49', '1949-50']",2,40.1164841,-88.2430932,IL,United States,True,True,False,True
Roy Gatewood,"Salem, Ill.",Salem,,F,"['1946-47', '1948-49', '1949-50']",3,38.6269929,-88.9456158,IL,United States,True,True,False,True
Van Anderson,"Sullivan, Ill.",Sullivan,,G/F,"['1945-46', '1947-48', '1948-49', '1949-50']",4,39.599479,-88.6078392,IL,United States,True,True,False,True
Wally Osterkorn,"Chicago, Ill.",Amundsen,,C,"['1946-47', '1947-48', '1948-49', '1949-50']",4,41.8755616,-87.6244212,IL,United States,True,True,False,True
Walt Kersulis,"East St. Louis, Ill.",East St. Louis,,C,"['1944-45', '1947-48', '1948-49', '1949-50']",4,38.6268666,-90.159707,IL,United States,True,True,False,True
Andy Toth,,,,,['1950-51'],1,,,,,False,True,False,False
Donald Sunderlage,"Elgin, Ill.",Elgin,,F,"['1948-49', '1949-50', '1950-51']",3,42.03726,-88.2810994,IL,United States,True,True,False,True
George Shapland,,,,,['1950-51'],1,,,,,False,True,False,False
James Hoffman,,,,,['1950-51'],1,,,,,False,True,False,False
John Marks,"Edwardsville, Ill.",Edwardsville,,,"['1949-50', '1950-51']",2,38.8114364,-89.953157,IL,United States,True,True,False,True
Richard Ems,,,,,['1950-51'],1,,,,,False,True,False,False
Ted Beach,"Champaign, Ill.",Champaign,,F,"['1948-49', '1949-50', '1950-51']",3,40.1164841,-88.2430932,IL,United States,True,True,False,True
Dick Christiansen,"Winnetka, Ill.",New Trier,,F,"['1950-51', '1951-52']",2,42.1080703,-87.7365286,IL,United States,True,True,False,True
Herb Gerecke,"Pekin, Ill.",Pekin,,G/F,"['1949-50', '1950-51', '1951-52']",3,40.5687911,-89.6501621,IL,United States,True,True,False,True
Jim Bredar,"Salem, Ill.",Salem,,G,"['1950-51', '1951-52']",2,38.6269929,-88.9456158,IL,United States,True,True,False,True
Mack Follmer,"Forrest, Ill.",Forrest,,F/C,"['1949-50', '1950-51', '1951-52']",3,40.7519792,-88.4111647,IL,United States,True,True,False,True
Ren Alde,"Pana, Ill.",Pana,,G,"['1949-50', '1950-51', '1951-52']",3,39.3889311,-89.0800809,IL,United States,True,True,False,True
Rod Fletcher,"Champaign, Ill.",Champaign,,G,"['1949-50', '1950-51', '1951-52']",3,40.1164841,-88.2430932,IL,United States,True,True,False,True
Seymour Gantman,"Chicago, Ill.",Marshall,,G,"['1949-50', '1950-51', '1951-52']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
Walt Moore,"Mt. Vernon, Ill.",Mt. Vernon,,F,['1951-52'],1,38.3172715,-88.9031201,IL,United States,True,True,False,True
Bob Peterson,"Wayne, Ill.",Elgin,,F/C,"['1950-51', '1951-52', '1952-53']",3,38.4251958,-88.4197678,IL,United States,True,True,False,True
Clive Follmer,"Forrest, Ill.",Forrest,,F,"['1950-51', '1951-52', '1952-53']",3,40.7519792,-88.4111647,IL,United States,True,True,False,True
Irv Bemoras,"Chicago, Ill.",Marshall,,G,"['1950-51', '1951-52', '1952-53']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
James Bredar,"Salem, Ill.",Salem,,G,['1952-53'],1,38.6269929,-88.9456158,IL,United States,True,True,False,True
Jim Schuldt,"Dundee, Ill.",Dundee,,G,"['1950-51', '1951-52', '1952-53']",3,42.0989145,-88.2714689,IL,United States,True,True,False,True
Max Baumgardner,"Sterling, Ill.",Sterling,,,"['1950-51', '1951-52', '1952-53']",3,41.788253,-89.6953656,IL,United States,True,True,False,True
Doyle Glass,"Pekin, Ill.",Pekin,,G,['1953-54'],1,40.5687911,-89.6501621,IL,United States,True,True,False,True
Earl Newman,"Chicago, Ill.",Marshall,,F,['1953-54'],1,41.8755616,-87.6244212,IL,United States,True,True,False,True
Ed Makovsky,"Cicero, Ill.",Morton,,F/C,"['1951-52', '1952-53', '1953-54']",3,41.8455398,-87.7540199,IL,United States,True,True,False,True
Jim Wright,"Lawrenceville, Ill.",Lawrenceville,,G,"['1951-52', '1952-53', '1953-54']",3,38.7292138,-87.6816927,IL,United States,True,True,False,True
John Kerr,"Chicago, Ill.",Tilden,,C,"['1951-52', '1952-53', '1953-54']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
Max Hooper,"Mt. Vernon, Ill.",Mt. Vernon,,F/C,"['1951-52', '1952-53', '1953-54']",3,38.3172715,-88.9031201,IL,United States,True,True,False,True
Robert Leigh,"East Lynn, Ill.",,,G,['1953-54'],1,40.4664252,-87.8000287,IL,United States,True,True,False,True
Robert Reitsch,"Rockford, Ill.",West,,F,['1953-54'],1,42.2713945,-89.093966,IL,United States,True,True,False,True
Warren Wilkinson,"West Frankfort, Ill.",West Frankfort,,G,['1953-54'],1,37.8978275,-88.9314583,IL,United States,True,True,False,True
Dick Rapp,,,,,['1954-55'],1,,,,,False,True,False,False
Elmer Plew,"Paris, Ill.",Paris,,G,"['1951-52', '1952-53', '1953-54', '1954-55']",4,39.611146,-87.6961374,IL,United States,True,True,False,True
James Burks,"Horse Cave, Ky.",Caverna,,C,['1954-55'],1,37.179496,-85.9069175,KY,United States,False,True,False,True
Jim Dutcher,"Downers Grove, Ill.",Downers Grove,,F,"['1951-52', '1952-53', '1953-54', '1954-55']",4,41.7936822,-88.0102281,IL,United States,True,True,False,True
Morris Sterneck,"Salem, Ill.",Salem,,G,"['1952-53', '1953-54', '1954-55']",3,38.6269929,-88.9456158,IL,United States,True,True,False,True
William Bosnak,,,,,['1954-55'],1,,,,,False,True,False,False
Bill Ridley,"Taylorville, Ill.",Taylorville,,G,"['1953-54', '1954-55', '1955-56']",3,39.5487452,-89.2941549,IL,United States,True,True,False,True
Bruce Brothers,"Quincy, Ill.",Quincy,,F,"['1953-54', '1954-55', '1955-56']",3,39.9356016,-91.4098727,IL,United States,True,True,False,True
Paul Judson,"Hebron, Ill.",Hebron,,G,"['1953-54', '1954-55', '1955-56']",3,42.4716853,-88.432318,IL,United States,True,True,False,True
Phil Judson,"Hebron, Ill.",Hebron,,F,"['1953-54', '1954-55', '1955-56']",3,42.4716853,-88.432318,IL,United States,True,True,False,True
Bernie Thompson,"Fairmont, W.Va.",,,F,['1956-57'],1,39.484898,-80.1426539,,WVa,False,False,True,True
Bill Altenberger,"East St. Louis, Ill.",Senior,,F,"['1954-55', '1955-56', '1956-57']",3,38.6268666,-90.159707,IL,United States,True,True,False,True
Billy Bolk,"Terre Haute, Ind.",Gerstmeyer,,G,['1956-57'],1,39.4667025,-87.4139119,IN,United States,False,True,False,True
George BonSalle,"Chicago, Ill.",Loyola,,C,"['1954-55', '1955-56', '1956-57']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
Harv Schmidt,"Kankakee, Ill.",Kankakee,,F,"['1954-55', '1955-56', '1956-57']",3,41.1253903,-87.848682,IL,United States,True,True,False,True
Hiles Stout,"Peoria, Ill.",Central,,F,"['1954-55', '1955-56', '1956-57']",3,40.6938609,-89.5891008,IL,United States,True,True,False,True
Jim Chengary,"Chicago, Ill.",Bowen,,F,"['1955-56', '1956-57']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Lloyd Eggers,"Toledo, Ill.",Cumberland,,F,['1956-57'],1,39.2736491,-88.2436523,IL,United States,True,True,False,True
Tom Haller,"Lockport, Ill.",Lockport,,G/F,['1956-57'],1,41.5894753,-88.057837,IL,United States,True,True,False,True
Don Ohl,"Edwardsville, Ill.",Edwardsville,,G,"['1955-56', '1956-57', '1957-58']",3,38.8114364,-89.953157,IL,United States,True,True,False,True
Jerry Riva,"Clinton, Ill.",Clinton,,G,['1957-58'],1,38.5896187,-89.420064,IL,United States,True,True,False,True
John Paul,"Elgin, Ill.",Elgin,,G,"['1955-56', '1956-57', '1957-58']",3,42.03726,-88.2810994,IL,United States,True,True,False,True
Larry Breyfogle,"Lawrenceville, Ill.",Lawrenceville,,G/F,"['1955-56', '1956-57', '1957-58']",3,38.7292138,-87.6816927,IL,United States,True,True,False,True
Ted Caiazza,"La Grange, Ill.",Lyons,,C,"['1955-56', '1956-57', '1957-58']",3,41.81483,-87.8735662,IL,United States,True,True,False,True
Tom Hallwer,"Lockport, Ill.",Lockport,,F,['1957-58'],1,41.5894753,-88.057837,IL,United States,True,True,False,True
Bill Larson,"Rochelle, Ill.",Rochelle,,G,['1958-59'],1,41.9239178,-89.0687074,IL,United States,True,True,False,True
John Easterbrook,"Champaign, Ill.",Central,,G,['1958-59'],1,40.1164841,-88.2430932,IL,United States,True,True,False,True
John Homeier,"Springfield, Ill.",Feitshans,,C,"['1957-58', '1958-59']",2,39.7990175,-89.6439575,IL,United States,True,True,False,True
Ken Charlcraft,"Maroa, Ill.",Maroa-Forsyth,,G/F,['1958-59'],1,40.0364257,-88.957026,IL,United States,True,True,False,True
Phil Flanigan,"Tuscola, Ill.",Tuscola,,G,"['1957-58', '1958-59']",2,39.7998585,-88.2884552,IL,United States,True,True,False,True
Roger DeVries,"Forreston, Ill.",Forreston,,F,['1958-59'],1,42.1261742,-89.579115,IL,United States,True,True,False,True
Roger Taylor,"Park Forest, Ill.",Rich East,,G,"['1956-57', '1957-58', '1958-59']",3,41.4825788,-87.6802344,IL,United States,True,True,False,True
Al Gosnell,"Lawrenceville, Ill.",Lawrenceville,,F,"['1956-57', '1957-58', '1958-59', '1959-60']",4,38.7292138,-87.6816927,IL,United States,True,True,False,True
Bob Schmidt,"Kankakee, Ill.",Kankakee,,F,"['1957-58', '1958-59', '1959-60']",3,41.1253903,-87.848682,IL,United States,True,True,False,True
Bruce Bunkenburg,"Chicago, Ill.",Roosevelt,,F,"['1957-58', '1958-59', '1959-60']",3,41.8755616,-87.6244212,IL,United States,True,True,False,True
Ed Perry,"Salem, Ill.",Salem,,F,"['1957-58', '1958-59', '1959-60']",3,38.6269929,-88.9456158,IL,United States,True,True,False,True
Govoner Vaughn,"Edwardsville, Ill.",Edwardsville,,F,"['1957-58', '1958-59', '1959-60']",3,38.8114364,-89.953157,IL,United States,True,True,False,True
Jim Dorris,"Centralia, Ill.",Centralia,,G,"['1957-58', '1958-59', '1959-60']",3,38.5250491,-89.1334037,IL,United States,True,True,False,True
Lee Frandsen,"Davenport, Iowa",Central,,G,"['1957-58', '1958-59', '1959-60']",3,41.5235808,-90.5770967,IA,United States,False,True,False,True
Lou Landt,"Berwyn, Ill.",Roosevelt,,G,"['1957-58', '1958-59', '1959-60']",3,41.8505874,-87.7936685,IL,United States,True,True,False,True
Mannie Jackson,"Edwardsville, Ill.",Edwardsville,,G,"['1957-58', '1958-59', '1959-60']",3,38.8114364,-89.953157,IL,United States,True,True,False,True
Tom  Adams,"Washington, Ill.",Washington,,F,"['1957-58', '1958-59', '1959-60']",3,38.3662806,-89.4201902,IL,United States,True,True,False,True
Vern Altemeyer,"Scottsburg, Ind.",Scottsburg,,C,"['1958-59', '1959-60']",2,38.685614,-85.7702451,IN,United States,False,True,False,True
Bill Mohlenbrock,"Murphysboro, Ill.",Murphysboro,,F,"['1958-59', '1959-60', '1960-61']",3,37.7644952,-89.3350888,IL,United States,True,True,False,True
Butch Jones,,,,,['1960-61'],1,,,,,False,True,False,False
Ed Searcy,"Indianapolis, Ind.",Attucks,,F,"['1959-60', '1960-61']",2,39.7683331,-86.1583502,IN,United States,False,True,False,True
Gary McClung,"Maroa, Ill.",Maroa-Forsyth,,F,['1960-61'],1,40.0364257,-88.957026,IL,United States,True,True,False,True
John Wessels,"Rockford, Ill.",West,,C,"['1958-59', '1959-60', '1960-61']",3,42.2713945,-89.093966,IL,United States,True,True,False,True
Jones Knoefel,"Valparaiso, Ind.",Valparaiso,,F,['1960-61'],1,41.4672552,-87.0604487,IN,United States,False,True,False,True
Clyde Kramer,"Erie, Ill.",Erie,,F,['1961-62'],1,41.6563287,-90.0790166,IL,United States,True,True,False,True
Doug Mills,"Galesburg, Ill.",Galesburg,,G,"['1959-60', '1960-61', '1961-62']",3,40.9475652,-90.3712169,IL,United States,True,True,False,True
Jerry Colangelo,"Chicago Heights, Ill.",Bloom,,G,"['1959-60', '1960-61', '1961-62']",3,41.5062834,-87.6357079,IL,United States,True,True,False,True
Jerry Curless,"Table Grove, Ill.",V.I.T.,,G,"['1959-60', '1960-61', '1961-62']",3,40.3642095,-90.4251258,IL,United States,True,True,False,True
Jerry Renner,"Aurora, Ill.",East,,G/F,"['1960-61', '1961-62']",2,41.7571701,-88.3147539,IL,United States,True,True,False,True
Phil LaRussa,"Walnut, Ill.",Walnut,,C,['1961-62'],1,41.5567012,-89.5934315,IL,United States,True,True,False,True
Sam Leeper,"Sidney, Ill.",Unity,,G,"['1959-60', '1960-61', '1961-62']",3,40.0250332,-88.0733729,IL,United States,True,True,False,True
Bill Burwell,"Brooklyn, N.Y.",Boys,,C,"['1960-61', '1961-62', '1962-63']",3,40.6526006,-73.9497211,NY,United States,False,True,False,True
Bill Small,"Aurora, Ill.",West,,G,"['1960-61', '1961-62', '1962-63']",3,41.7571701,-88.3147539,IL,United States,True,True,False,True
Dave Downey,"Canton, Ill.",Canton,,F,"['1960-61', '1961-62', '1962-63']",3,40.5580945,-90.0351167,IL,United States,True,True,False,True
Jay Lovelace,"Carbondale, Ill.",Carbondale,,G,"['1960-61', '1961-62', '1962-63']",3,37.7274692,-89.216655,IL,United States,True,True,False,True
Bill Edwards,"Staunton, Ill.",Staunton,,G,"['1945-46', '1946-47', '1961-62', '1962-63', '1963-64']",5,39.0121862,-89.7884869,IL,United States,True,True,False,True
George Johnson,"Elmhurst, Ill.",York,,F,['1963-64'],1,41.8994745,-87.9403418,IL,United States,True,True,False,True
Jeff Ferguson,"Benton, Ill.",Benton,,F,"['1960-61', '1961-62', '1962-63', '1963-64']",4,37.9967163,-88.9200685,IL,United States,True,True,False,True
John Love,"Ottawa, Ill.",Ottawa,,F,"['1961-62', '1962-63', '1963-64']",3,41.3516628,-88.845436,IL,United States,True,True,False,True
Larry Bauer,"Sprinfield, Ill.",Springfield,,F/C,"['1962-63', '1963-64']",2,,,IL,United States,True,True,False,False
Mel Blackwell,"Centralia, Ill.",Centralia,,F,['1963-64'],1,38.5250491,-89.1334037,IL,United States,True,True,False,True
Ron Beeks,"Princeton, N.J.",Lawrenceville,,G,['1963-64'],1,40.3496953,-74.6597376,NJ,United States,False,True,False,True
Tony Latham,"Waukegan, Ill.",Waukegan,,G,"['1962-63', '1963-64']",2,42.3602273,-87.8318164,IL,United States,True,True,False,True
Bill McKeown,"Clinton, Ill.",Clinton,,G,"['1962-63', '1963-64', '1964-65']",3,38.5896187,-89.420064,IL,United States,True,True,False,True
Bob Meadows,"Collinsville, Ill.",Collinsville,,G,"['1962-63', '1963-64', '1964-65']",3,38.6703267,-89.9845476,IL,United States,True,True,False,True
Bogie Redmon,"Collinsville, Ill.",Collinsville,,F/C,"['1962-63', '1963-64', '1964-65']",3,38.6703267,-89.9845476,IL,United States,True,True,False,True
Jim Vopicka,"Brookfield, Ill.",Morton West,,G,"['1963-64', '1964-65']",2,41.8228378,-87.848085,IL,United States,True,True,False,True
Skip Thoren,"Rockford, Ill.",East,,C,"['1962-63', '1963-64', '1964-65']",3,42.2713945,-89.093966,IL,United States,True,True,False,True
Tal Brody,"Trenton, N.J.",Central,,G,"['1962-63', '1963-64', '1964-65']",3,40.2203074,-74.7659,NJ,United States,False,True,False,True
Bob Brown,"Wilmington, Del.",DuPont,,G/F,"['1956-57', '1957-58', '1963-64', '1964-65', '1965-66']",5,39.7459468,-75.546589,DE,United States,False,True,False,True
Dan Lee,"Attica, Ind.",Attica,,F,"['1963-64', '1964-65', '1965-66']",3,40.2941565,-87.2488113,IN,United States,False,True,False,True
Don Freeman,"Madison, Ill.",Madison,,F,"['1963-64', '1964-65', '1965-66']",3,38.811063,-89.9017112,IL,United States,True,True,False,True
Greg Wright,"Glenwood, Ill.",Homewood-Flossmoor,,G,['1965-66'],1,41.5424867,-87.6022765,IL,United States,True,True,False,True
Larry Hinton,"Shelbyville, Ill.",Shelbyville,,G,"['1963-64', '1964-65', '1965-66']",3,39.4064284,-88.7900689,IL,United States,True,True,False,True
Mike Graville,"Madison, Ill.",Madison,,G,"['1963-64', '1964-65', '1965-66']",3,38.811063,-89.9017112,IL,United States,True,True,False,True
Bill Stefan,"Westchest, Ill.",St. Joseph,,G,['1966-67'],1,,,IL,United States,True,True,False,False
Bob Johansen,"Geneva, Ill.",Geneva,,F,"['1964-65', '1965-66', '1966-67']",3,41.8875281,-88.3053525,IL,United States,True,True,False,True
Deon Flessner,"Fithian, Ill.",St. Joseph-Ogden,,F,"['1964-65', '1965-66', '1966-67']",3,40.1139242,-87.8730857,IL,United States,True,True,False,True
Jerry Mettille,"Morris, Ill.",Morris,,G/F,"['1964-65', '1965-66', '1966-67']",3,41.3574135,-88.4215234,IL,United States,True,True,False,True
Jim Dawson,"Elmhurst, Ill.",York,,G,"['1964-65', '1965-66', '1966-67']",3,41.8994745,-87.9403418,IL,United States,True,True,False,True
John Prescott,"Lake Forest, Ill.",Lake Forest,,F,"['1965-66', '1966-67']",2,42.2586461,-87.8407055,IL,United States,True,True,False,True
Preston Pearson,"Freeport, Ill.",Freeport,,G,"['1964-65', '1965-66', '1966-67']",3,42.2966861,-89.6212271,IL,United States,True,True,False,True
Rich Jones,"Memphis, Tenn.",Lester,,F,"['1965-66', '1966-67']",2,35.1460249,-90.0517638,TN,United States,False,True,False,True
Ron Dunlap,"Chicago, Ill.",Farragut,,C,"['1965-66', '1966-67']",2,41.8755616,-87.6244212,IL,United States,True,True,False,True
Steve Kuberski,"Moline, Ill.",Moline,,F/C,['1966-67'],1,41.5058344,-90.5136642,IL,United States,True,True,False,True
Benny Louis,"Pinckneyville, Ill.",Pinckneyville,,F,"['1965-66', '1966-67', '1967-68']",3,38.0803286,-89.3820321,IL,United States,True,True,False,True
Bill Jones,"Chicago, Ill.",Waller,,G,['1967-68'],1,41.8755616,-87.6244212,IL,United States,True,True,False,True
Dan Kuemmerle,"Danville, Ill.",Schlarman,,G/F,['1967-68'],1,40.125222,-87.6304614,IL,United States,True,True,False,True
Jim Skarda,"Lake Geneva, Wis.",Badger,,F,['1967-68'],1,42.5918039,-88.4345369,WI,United States,False,True,False,True
Paul Nitz,"Woodstock, Ill.",Marian Central,,F/C,"['1966-67', '1967-68']",2,42.3147529,-88.4474302,IL,United States,True,True,False,True
Rich Crusius,"Bloomington, Ill.",Bloomington,,F,"['1965-66', '1967-68']",2,40.4797828,-88.9939147,IL,United States,True,True,False,True
Steve Kohn,"Creve Coeur, Mo.",Ladue,,G,['1967-68'],1,38.6613007,-90.4423653,MO,United States,False,True,False,True
Brad Richardson,"Olney, Ill.",East Richland,,F,['1968-69'],1,38.7296538,-88.0846891,IL,United States,True,True,False,True
Dave Scholz,"Decatur, Ill.",Stephen Decatur,,F/C,"['1966-67', '1967-68', '1968-69']",3,39.8454163,-88.9524151,IL,United States,True,True,False,True
Denny Pace,"Collinsville, Ill.",Collinsville,,G/F,"['1966-67', '1967-68', '1968-69']",3,38.6703267,-89.9845476,IL,United States,True,True,False,True
Jodie Harrison,"Streator, Ill.",Streator,,G,"['1967-68', '1968-69']",2,41.1210234,-88.8357361,IL,United States,True,True,False,True
Les Busboom,"Royal, Ill.",St. Joseph-Ogden,,G,"['1966-67', '1967-68', '1968-69']",3,40.1928126,-87.9728126,IL,United States,True,True,False,True
Ron Armbrust,"Lincoln, Ill.",Lincoln,,G,"['1967-68', '1968-69']",2,40.1481349,-89.3636569,IL,United States,True,True,False,True
Bob Windmiller,"Ossian, Ind.",Ossian,,G,"['1968-69', '1969-70']",2,40.880603,-85.1663593,IN,United States,False,True,False,True
Doug Faulds,"La Grange Park, Ill.",Lyons,,C,['1969-70'],1,41.8333646,-87.8677324,IL,United States,True,True,False,True
Larry Dykstra,"Rockford, Ill.",Guilford,,C,['1969-70'],1,42.2713945,-89.093966,IL,United States,True,True,False,True
Mike Price,"Indianapolis, Ind.",Arsenal Tech,,G,"['1967-68', '1968-69', '1969-70']",3,39.7683331,-86.1583502,IN,United States,False,True,False,True
Randy Crews,"Kankakee, Ill.",Bradley-Bourbonnais,,F,"['1967-68', '1968-69', '1969-70']",3,41.1253903,-87.848682,IL,United States,True,True,False,True
Alvin O'Neal,"Peoria, Ill.",Spalding,,G/F,['1970-71'],1,40.6938609,-89.5891008,IL,United States,True,True,False,True
